ORF,max_5_ind_1,max_5_ind_2,max_5_ind_3,max_5_ind_4,max_5_ind_5
YCR028C,5006,3642,4634,3171,1352
YCR028C-A,5006,3642,4634,1352,6023
YCR030C,172,128,2882,4447,2934
YCR031C,846,298,446,6560,1804
YCR032W,207,502,2309,1750,5215
YCR033W,360,2292,5553,3929,5622
YCR034W,423,4492,784,1788,3357
YCR035C,2848,2534,2829,2466,884
YCR036W,5833,376,6532,3799,5054
YCR037C,4735,572,2906,2617,2065
YCR038C,2528,3760,594,2411,3586
YCR038W-A,697,-2,-2,-2,-2
YCR039C,756,4795,755,700,647
YCR040W,699,648,756,755,4795
YCR041W,1278,647,646,3854,3142
YCR042C,467,1186,4753,4998,2208
YCR043C,709,2088,1409,3415,6054
YCR044C,1226,1982,671,4043,5682
YCR045C,706,5733,1694,2305,6428
YCR045W-A,705,-2,-2,-2,-2
YCR046C,5891,161,6169,410,4566
YCR047C,5517,3816,634,4289,924
YCR047W-A,708,703,707,705,710
YCR048W,5993,5477,823,5488,3931
YCR049C,712,-2,-2,-2,-2
YCR050C,786,3692,3963,5396,711
YCR051W,708,705,707,3228,679
YCR052W,3150,2070,6491,4474,3908
YCR053W,2775,1199,1776,3636,431
YCR054C,1632,715,342,5753,5612
YCR057C,3327,5066,3769,522,4278
YCR059C,1193,4544,996,5677,1222
YCR060W,2787,1236,6400,4954,6405
YCR061W,639,4645,3162,2742,237
YCR063W,5900,1729,4984,989,6552
YCR064C,721,-2,-2,-2,-2
YCR065W,424,4628,1187,511,1521
YCR066W,2153,1129,344,2183,4051
YCR067C,6382,6243,4311,6654,975
YCR068W,5094,2049,2277,3991,2945
YCR069W,1591,5271,3527,5254,2754
YCR071C,4566,707,5115,2689,6558
YCR072C,1869,6251,1721,4190,2630
YCR073C,4088,1015,1860,3173,3390
YCR073W-A,5364,2641,2961,1300,3880
YCR075C,3907,1484,5649,1413,411
YCR075W-A,331,3907,2544,5505,4733
YCR076C,2638,2510,4302,2720,1836
YCR077C,3384,1854,148,4564,938
YCR079W,5828,2842,774,3058,1934
YCR081C-A,738,-2,-2,-2,-2
YCR081W,6199,5136,1513,5359,2248
YCR082W,5757,2637,591,1219,1518
YCR083W,2874,1414,6249,190,1585
YCR084C,371,5290,1079,3543,1670
YCR085W,4065,-2,-2,-2,-2
YCR086W,1509,1848,6368,3216,39
YCR087C-A,5630,642,4299,1124,1721
YCR087W,744,2262,578,695,6269
YCR088W,1457,1998,5925,1170,5366
YCR089W,5515,2126,290,4819,3497
YCR090C,777,1395,731,732,758
YCR091W,4860,3798,5518,1561,5658
YCR092C,5647,4931,5197,6326,4703
YCR093W,5414,6530,3054,938,5523
YCR094W,27,1920,32,4926,5449
YCR095C,5170,5143,2719,5216,622
YCR095W-A,4065,4405,4154,5524,4517
YCR096C,756,648,699,700,4795
YCR097W,699,648,755,700,649
YCR097W-A,649,702,697,1007,756
YCR098C,6269,2065,572,2525,748
YCR099C,760,637,671,710,658
YCR100C,759,1335,4065,1906,3418
YCR101C,4065,2342,1173,2103,882
YCR102C,4587,3739,3738,276,-2
YCR102W-A,576,3653,3001,2671,572
YCR104W,1680,3899,81,579,3255
YCR105W,6219,6131,4933,851,4934
YCR106W,5104,6144,2337,1868,5877
YCR107W,5728,765,1684,3002,5104
YCR108C,5730,3009,1713,6288,247
YDL001W,3358,1934,4777,6169,3115
YDL002C,4135,1966,1236,6400,1833
YDL003W,1959,4831,3332,3040,2469
YDL004W,6440,3678,6477,6236,6690
YDL005C,2119,5604,2475,5359,2795
YDL006W,4197,1203,1934,736,3390
YDL007C-A,6488,4065,2834,5362,4419
YDL007W,3258,4699,6009,2777,1739
YDL008W,4212,213,3685,2340,1157
YDL009C,779,828,781,773,777
YDL010W,778,780,615,828,1135
YDL011C,779,951,5155,4755,6641
YDL012C,266,778,828,5561,3178
YDL013W,1858,1479,5936,5118,1960
YDL014W,3327,5066,3769,522,2857
YDL015C,3357,423,693,4492,2974
YDL016C,786,4181,2879,6274,645
YDL017W,4187,3176,473,4383,2300
YDL018C,4613,2299,2093,2878,2243
YDL019C,1863,4418,3887,221,5390
YDL020C,4856,4106,4605,2510,4740
YDL021W,666,6450,2639,5107,2948
YDL022C-A,794,1226,-2,-2,-2
YDL022W,3181,2131,1789,386,5613
YDL023C,2165,3610,5777,6538,3262
YDL024C,791,5884,532,815,6378
YDL025C,796,2201,2345,2380,1290
YDL025W-A,795,-2,-2,-2,-2
YDL026W,1301,3579,400,662,2775
YDL027C,1342,3107,3324,4751,4401
YDL028C,3286,3270,2571,2182,5760
YDL029W,509,3560,4490,3675,5925
YDL030W,4984,813,3469,6377,3215
YDL031W,5066,1721,5174,6200,6043
YDL032W,804,-2,-2,-2,-2
YDL033C,2336,803,2586,596,4773
YDL034W,806,2002,1881,3090,6119
YDL035C,1738,3262,5215,974,914
YDL036C,2159,5991,1951,6376,5418
YDL037C,809,976,1538,1632,513
YDL039C,808,5101,6093,3227,513
YDL040C,2761,6001,6509,6590,5629
YDL041W,812,3208,-2,-2,-2
YDL042C,1278,4569,5142,2131,4004
YDL043C,4984,4652,6552,3215,5012
YDL044C,4217,1995,4150,6682,6692
YDL045C,1287,6531,349,794,116
YDL045W-A,3113,5508,5432,3609,2599
YDL046W,2885,4155,1637,5743,6162
YDL047W,3928,16,4778,3358,2288
YDL048C,6211,5002,1873,6619,2513
YDL049C,3043,5830,2245,5470,1453
YDL050C,2823,6303,1008,5272,2198
YDL051W,5175,6043,642,4300,2808
YDL052C,5919,279,133,3968,4929
YDL053C,2561,2889,1919,3147,1748
YDL054C,5257,1331,6048,5277,525
YDL055C,6656,2004,1717,368,2161
YDL056W,5435,4285,5478,47,5822
YDL057W,778,781,779,773,777
YDL058W,1997,1235,4108,1289,3014
YDL059C,1837,4634,1035,87,2260
YDL060W,6435,3327,5066,522,4278
YDL061C,846,298,446,6560,1804
YDL062W,834,4386,-2,-2,-2
YDL063C,1140,6291,1567,3983,4890
YDL064W,1479,1582,6653,1459,5897
YDL065C,1321,4294,1390,4776,3476
YDL066W,5148,5875,4417,3149,6132
YDL067C,5164,2284,2807,4121,4515
YDL068W,-2,-2,-2,-2,-2
YDL069C,1244,379,3883,2730,6693
YDL070W,4519,1897,121,1276,5230
YDL071C,841,2605,426,5862,2276
YDL072C,1585,898,615,1863,2710
YDL073W,1860,1490,2378,2410,3390
YDL074C,2153,1510,1275,120,2887
YDL075W,298,446,6560,1804,4879
YDL076C,6343,352,6300,3104,5037
YDL077C,4516,1,5003,1117,4234
YDL078C,6431,659,6455,3778,5468
YDL079C,2169,4836,4789,5845,4579
YDL080C,3646,1118,515,6104,492
YDL081C,4527,846,298,446,6560
YDL082W,3456,1874,2124,6415,4057
YDL083C,6304,2287,4627,455,1859
YDL084W,1450,5259,6331,1179,2941
YDL085C-A,3764,937,3859,6510,4675
YDL085W,4053,4933,6292,1652,1803
YDL086C-A,859,-2,-2,-2,-2
YDL086W,858,1726,4907,2901,853
YDL087C,1286,3079,4233,4648,1291
YDL088C,1847,1238,3138,3296,4915
YDL089W,4636,1509,3334,2056,3910
YDL090C,3682,3613,5050,250,6227
YDL091C,5627,900,3699,5971,1391
YDL092W,6374,6408,6547,4716,3794
YDL093W,6074,24,867,1296,868
YDL094C,866,4199,976,-2,-2
YDL095W,24,6074,869,3641,3570
YDL096C,868,4612,212,5252,3614
YDL097C,3258,4699,6009,2777,1739
YDL098C,3849,5900,148,4564,1894
YDL099W,1589,829,3132,5161,1235
YDL100C,2114,5908,1817,5671,4498
YDL101C,399,4663,3282,1268,217
YDL102W,3710,5385,6648,87,344
YDL103C,1691,1972,3775,273,288
YDL104C,2266,2647,4638,3998,3939
YDL105W,4503,5586,1645,4089,1344
YDL106C,4002,2065,5550,4476,2334
YDL107W,2432,6014,1905,6703,451
YDL108W,1367,6482,1925,1530,3169
YDL109C,787,1173,2342,2103,4192
YDL110C,2143,1463,4740,3161,4281
YDL111C,2534,2829,2466,694,1336
YDL112W,1161,981,146,314,5418
YDL113C,3292,4292,726,6507,925
YDL114W,3779,5557,3248,541,2254
YDL114W-A,-2,-2,-2,-2,-2
YDL115C,5855,5059,418,3035,6010
YDL116W,3984,2196,3537,4311,3723
YDL117W,4784,5274,288,6407,2773
YDL118W,893,-2,-2,-2,-2
YDL119C,892,6516,1283,1731,5113
YDL120W,6296,6419,1772,596,2112
YDL121C,215,3745,4980,1843,5749
YDL122W,4270,591,3996,5863,3594
YDL123W,1332,2097,5552,1320,6363
YDL124W,4740,386,423,2855,1585
YDL125C,881,1986,1530,4702,5254
YDL126C,1391,183,2418,472,970
YDL127W,6187,2314,2834,2231,424
YDL128W,2097,2264,5826,1076,5417
YDL129W,3112,5948,5336,909,4427
YDL130W,846,6560,2456,2124,6415
YDL130W-A,2372,4442,2131,4281,2633
YDL131W,961,3466,5521,3114,4240
YDL132W,4213,5693,1960,4419,1090
YDL133C-A,963,2913,2062,2199,971
YDL133W,3931,1580,5336,4045,903
YDL134C,2288,16,5747,4778,6313
YDL135C,4335,6635,5205,3142,1880
YDL136W,846,298,446,6560,1804
YDL137W,3526,1865,1212,1006,1650
YDL138W,806,3703,1548,2905,5783
YDL139C,3714,2515,5142,257,5608
YDL140C,2369,3812,2916,3724,5892
YDL141W,5485,2672,489,5529,479
YDL142C,585,6602,2868,2483,279
YDL143W,3265,1234,3559,1263,3371
YDL144C,2046,2609,6586,5823,6143
YDL145C,3097,2234,5413,6166,2084
YDL146W,2882,128,2764,1099,5925
YDL147W,3258,4699,6009,2777,1739
YDL148C,3327,5066,3769,522,5000
YDL149W,4346,5365,2049,2277,6507
YDL150W,5471,6569,5273,3817,5955
YDL151C,926,289,1483,2635,3848
YDL152W,929,-2,-2,-2,-2
YDL153C,5559,3327,1428,2268,4300
YDL154W,6326,2712,2280,4931,2351
YDL155W,2094,424,398,4748,4788
YDL156W,87,5438,3438,5831,2656
YDL157C,3407,3170,637,4065,2571
YDL158C,933,-2,-2,-2,-2
YDL159C-B,4065,-2,-2,-2,-2
YDL159W,138,2410,5960,1142,2851
YDL159W-A,3764,3859,6704,856,113
YDL160C,1639,6588,751,5236,3384
YDL160C-A,5643,3208,3352,922,1352
YDL161W,5366,172,2305,3212,2934
YDL162C,940,1998,5805,942,-2
YDL163W,943,1465,3214,944,3922
YDL164C,344,3785,3563,5385,87
YDL165W,5414,6530,3054,22,1798
YDL166C,1277,1461,4998,690,5792
YDL167C,4890,6465,6381,2174,6251
YDL168W,3326,2356,4867,5290,2458
YDL169C,2253,5917,3252,6349,947
YDL170W,3235,990,254,2383,5023
YDL171C,6132,6492,71,6053,995
YDL172C,780,5155,4755,6641,2262
YDL173W,4778,2117,2589,4561,5306
YDL174C,4657,5776,1328,5801,5512
YDL175C,3306,5675,5425,5731,3100
YDL176W,3117,2327,4497,4894,5975
YDL177C,107,5102,5101,4065,5301
YDL178W,4657,5776,1328,2157,489
YDL179W,6187,1785,2834,2231,2314
YDL180W,1033,4063,6667,331,4733
YDL181W,3617,229,772,2372,289
YDL182W,906,5521,3466,3247,5222
YDL183C,5579,6584,2237,5473,2236
YDL184C,908,4440,6560,5284,5687
YDL185C-A,965,-2,-2,-2,-2
YDL185W,1655,4574,389,6399,2384
YDL186W,4065,4579,4748,540,4558
YDL187C,-2,-2,-2,-2,-2
YDL188C,2288,16,5747,4778,6313
YDL189W,5598,17,6664,170,5231
YDL190C,1668,5052,3672,900,2418
YDL191W,846,298,446,6560,1804
YDL192W,1212,4445,3526,1865,1650
YDL193W,250,4857,3432,6227,863
YDL194W,3703,5783,806,1548,2129
YDL195W,6243,3132,2866,6382,6654
YDL196W,975,808,809,1538,2906
YDL197C,5450,299,708,4887,1760
YDL198C,3572,5932,1288,1777,459
YDL199C,744,545,4582,3847,4909
YDL200C,4931,1134,1889,3672,5647
YDL201W,1206,3385,5175,5684,146
YDL202W,3321,657,526,5932,1288
YDL203C,6224,4550,1290,1093,4491
YDL204W,5917,4740,5639,1106,2633
YDL205C,6026,2134,1083,1283,1731
YDL206W,5447,4223,4065,1526,902
YDL207W,3138,5782,1238,4450,4800
YDL208W,5242,2857,4278,4300,6061
YDL209C,5900,1729,4984,6312,2504
YDL210W,949,6105,3235,3934,2383
YDL211C,4534,5555,5183,1547,998
YDL212W,3940,3796,2574,4311,6654
YDL213C,6381,5559,4278,4887,642
YDL214C,6075,6612,2506,3344,5303
YDL215C,6492,6132,4109,71,950
YDL216C,923,2367,4775,1222,907
YDL217C,5486,3311,2752,348,1648
YDL218W,5852,5532,4534,991,4881
YDL219W,6256,5932,2568,2201,1994
YDL220C,1119,4092,4580,4339,551
YDL221W,1000,-2,-2,-2,-2
YDL222C,1003,376,2459,4740,2413
YDL223C,5318,376,1002,2413,5317
YDL224C,1875,5320,3054,5043,896
YDL225W,3586,656,1578,5289,5356
YDL226C,913,3526,1650,1865,5413
YDL227C,5678,1023,2108,2275,4954
YDL228C,2823,4056,6502,3827,6303
YDL229W,5332,2671,6265,5117,434
YDL230W,4680,6531,4463,623,3188
YDL231C,3721,2254,2954,5102,5959
YDL232W,1624,5841,2325,5824,4910
YDL233W,4928,3227,1851,5323,1692
YDL234C,4598,1750,2309,1997,207
YDL235C,3173,4088,2986,4197,3390
YDL236W,2577,4471,4823,2872,4153
YDL237W,365,1814,1018,461,1564
YDL238C,4312,3629,1468,1511,4623
YDL239C,5566,2962,1329,5778,5921
YDL240C-A,-2,-2,-2,-2,-2
YDL240W,6635,4335,5205,238,3142
YDL241W,3591,4065,1027,3658,5859
YDL242W,282,5678,408,3737,1342
YDL243C,-2,-2,5457,6333,3739
YDL244W,5609,6427,2519,285,1657
YDL245C,3657,1027,3658,1548,5544
YDL246C,2872,3658,5544,2577,1433
YDL247W,1027,3658,1932,2674,2678
YDL247W-A,-2,-2,-2,-2,-2
YDL248W,3660,2742,5462,2019,4744
YDR001C,1110,6483,386,4709,5035
YDR002W,4405,5007,835,2602,5929
YDR003W,959,992,897,781,4935
YDR003W-A,3988,2187,-2,-2,-2
YDR004W,1112,4634,2260,4958,1455
YDR005C,5855,2985,5955,3561,3083
YDR006C,6339,2567,3761,4736,4692
YDR007W,3886,2120,1416,1039,610
YDR008C,1038,4115,4739,5152,2070
YDR009W,269,268,4654,6413,270
YDR010C,-2,-2,-2,-2,-2
YDR011W,2667,2106,123,4605,5894
YDR012W,846,298,6560,4879,3643
YDR013W,6595,5706,4187,4383,1662
YDR014W,3332,2055,4831,3040,1047
YDR014W-A,1047,6108,1935,1837,2712
YDR015C,1046,1050,1053,1052,1044
YDR016C,2156,3938,2486,3717,1248
YDR017C,4532,1216,1371,5907,238
YDR018C,823,1047,4981,6602,2982
YDR019C,52,4141,4957,3982,1974
YDR020C,3688,5481,4351,1649,1469
YDR021W,4835,4048,4984,1748,3746
YDR022C,4548,6328,6658,2277,925
YDR023W,2568,6322,380,3099,2649
YDR024W,-2,-2,-2,-2,-2
YDR025W,846,298,446,6560,1804
YDR026C,1149,3334,812,801,6336
YDR027C,3285,1555,3920,6563,4677
YDR028C,1876,3870,818,1111,2353
YDR029W,4065,1608,1735,985,4991
YDR030C,3530,4087,1530,6514,3169
YDR031W,3872,2395,4657,5801,5468
YDR032C,658,302,4093,303,1892
YDR033W,304,4967,2101,2579,5270
YDR034C,5521,1632,3114,411,5649
YDR034C-A,5666,673,1885,4920,1431
YDR034C-C,5006,4270,4051,1180,3996
YDR034C-D,5006,4270,4051,1180,3996
YDR034W-B,308,306,1259,2413,2909
YDR035W,1168,6518,524,2245,3886
YDR036C,1408,2689,2455,3113,1077
YDR037W,6490,5912,2345,205,3099
YDR038C,1075,1076,1072,4223,4261
YDR039C,1074,1076,4223,3867,4261
YDR040C,4223,4617,3354,5138,1526
YDR041W,6636,2226,6169,410,526
YDR042C,5345,1308,3251,2459,4605
YDR043C,741,2717,4172,1150,1548
YDR044W,1731,1083,5920,985,6026
YDR045C,6569,2916,5955,6663,5855
YDR046C,1083,3995,2057,3420,218
YDR047W,985,1080,1731,6026,2134
YDR048C,1085,4341,1089,1102,1087
YDR049W,900,435,1084,5239,2418
YDR050C,666,3726,3826,463,3309
YDR051C,6030,6450,666,2639,6152
YDR052C,786,6476,145,3176,473
YDR053W,1088,1085,1083,1087,1090
YDR054C,907,5693,1389,4051,1960
YDR055W,3838,5582,6247,4457,2572
YDR056C,6593,1121,1087,1099,1083
YDR057W,4310,5562,472,3290,2984
YDR058C,3762,5094,3991,5993,5477
YDR059C,4051,1868,3885,4270,5693
YDR060W,2808,5228,6251,802,6061
YDR061W,4355,1128,1087,1094,1092
YDR062W,5074,311,541,4467,2408
YDR063W,800,4062,2451,1998,1092
YDR064W,846,1128,298,446,6560
YDR065W,1102,6575,1077,1116,1088
YDR066C,1103,1101,1116,1119,1087
YDR067C,1102,1116,2719,1119,1101
YDR068W,2644,3322,1878,5534,6220
YDR069C,4051,5475,6242,4270,3996
YDR070C,4740,2633,984,5318,5917
YDR071C,1123,1828,385,181,1103
YDR072C,6214,286,2518,5074,6081
YDR073W,5492,2715,6038,565,2008
YDR074W,1031,386,4709,249,5035
YDR075W,5324,171,16,4778,2288
YDR076W,1035,4634,1837,2260,830
YDR077W,3424,3766,2122,2915,4194
YDR078C,3156,2691,4496,2643,1915
YDR079C-A,1925,6282,1367,6482,6514
YDR079W,1103,1102,1101,1099,1120
YDR080W,4516,5003,4234,848,6202
YDR081C,851,515,4127,4219,4280
YDR082W,1000,4092,551,4580,4339
YDR083W,5174,1567,2174,3983,2474
YDR084C,5135,2297,1139,4825,3990
YDR085C,2875,1876,1983,2754,6350
YDR086C,4498,2124,1823,3454,559
YDR087C,5066,1869,2856,6375,1721
YDR088C,1729,4984,2370,1427,3988
YDR089W,3269,6175,1802,1956,3064
YDR090C,1119,1121,1102,732,1088
YDR091C,4455,407,1100,5687,1140
YDR092W,724,2183,4051,4270,3885
YDR093W,5449,5518,752,749,1131
YDR094W,1132,1130,1134,1088,1108
YDR095C,1131,1089,1112,1088,1134
YDR096W,1991,5142,2985,5561,3433
YDR097C,344,5647,4931,5197,5768
YDR098C,2319,3972,1317,3522,1885
YDR098C-A,5006,4270,4051,1180,3996
YDR098C-B,1317,3522,1885,4362,5006
YDR099W,4788,1933,2693,424,6579
YDR100W,4825,1121,3990,5569,2297
YDR101C,1869,6375,1721,5174,6043
YDR102C,5745,415,296,1246,6339
YDR103W,138,5960,3580,4480,936
YDR104C,4052,5122,1768,5335,5380
YDR105C,680,2175,1601,1419,5195
YDR106W,6336,5071,4061,2897,3955
YDR107C,6032,5566,4824,6644,4752
YDR108W,3969,5854,1544,1297,4683
YDR109C,1607,2179,5481,2032,2215
YDR110W,3334,812,2925,1058,3910
YDR111C,4172,3778,1987,4109,71
YDR112W,1393,1150,3967,4634,-2
YDR113C,2469,2212,6578,550,424
YDR114C,6575,2818,2473,5307,1101
YDR115W,707,558,2604,6636,410
YDR116C,707,4626,5891,5308,6169
YDR117C,3509,5367,3643,1722,6490
YDR118W,4212,777,213,2340,3685
YDR118W-A,-2,-2,-2,-2,-2
YDR119W,4631,5487,170,6703,2289
YDR119W-A,4631,5487,170,6703,2289
YDR120C,146,634,5684,981,717
YDR121W,5385,6648,554,3323,3500
YDR122W,4548,6328,3142,4446,6423
YDR123C,2710,5668,3417,3568,5553
YDR124W,4604,1126,2330,630,1942
YDR125C,728,1939,1500,978,3159
YDR126W,1529,5769,1320,1637,1540
YDR127W,2245,1071,524,6518,3886
YDR128W,5698,1696,237,2196,3635
YDR129C,1998,4062,800,746,5194
YDR130C,1695,1876,6373,2189,3717
YDR131C,1090,907,1389,3413,5693
YDR132C,2342,882,2103,761,2295
YDR133C,6098,3510,3193,3192,3758
YDR134C,-2,-2,-2,-2,-2
YDR135C,2311,6674,2143,3818,1901
YDR136C,1178,1247,5423,3920,5369
YDR137W,4122,4369,1177,1262,6008
YDR138W,2941,5259,855,1450,4668
YDR139C,3594,6159,907,4213,6524
YDR140W,5517,407,5684,4615,1215
YDR141C,5423,3066,429,4758,6114
YDR142C,1321,4294,2250,1295,4776
YDR143C,2567,4772,3045,6476,1278
YDR144C,5361,4204,2378,3770,2355
YDR145W,467,5708,4753,4998,2208
YDR146C,2056,424,6578,4795,4162
YDR147W,2371,4218,2891,6269,2585
YDR148C,1974,3149,2629,5881,6173
YDR149C,1191,4061,5077,6017,1559
YDR150W,6542,3955,6317,6017,6438
YDR151C,4221,1138,1933,3798,4860
YDR152W,2555,41,5829,2294,3848
YDR153C,2305,2548,6486,3621,2876
YDR154C,3272,1196,2795,1790,1857
YDR155C,360,2292,692,3135,3929
YDR156W,3558,6095,6096,3412,6660
YDR157W,3790,5786,224,6220,4453
YDR158W,1776,3636,2775,715,590
YDR159W,370,5626,6005,5259,6331
YDR160W,2057,3420,1534,2753,4876
YDR161W,4890,5371,1721,2856,2520
YDR162C,774,3390,3355,2693,4197
YDR163W,3849,318,4984,721,989
YDR164C,6397,4951,2373,3087,334
YDR165W,3385,981,5684,5175,1567
YDR166C,1724,3087,4269,3345,2333
YDR167W,1186,2208,4706,1461,702
YDR168W,4954,6405,5761,1265,3789
YDR169C,1227,1825,2985,267,4524
YDR169C-A,1227,267,5901,1196,286
YDR170C,429,913,972,1750,3526
YDR170W-A,5006,2696,3374,2481,3101
YDR171W,4038,2517,1310,434,1845
YDR172W,1919,407,4835,4873,2843
YDR173C,1049,1371,6437,4794,424
YDR174W,2461,446,2975,6248,4300
YDR175C,2689,2226,6169,410,526
YDR176W,2637,467,5708,2208,335
YDR177W,4051,3885,3996,835,1868
YDR178W,3822,4053,3814,1652,3300
YDR179C,4775,5677,3091,996,923
YDR179W-A,4715,6549,4414,2768,2974
YDR180W,4831,3332,3040,5586,1895
YDR181C,4886,5961,6421,2858,5992
YDR182W,3699,704,1211,791,5682
YDR182W-A,1211,195,2701,4065,2711
YDR183C-A,-2,-2,-2,-2,-2
YDR183W,6029,5439,2449,5960,1279
YDR184C,2808,1140,834,1567,1355
YDR185C,3718,4296,4271,585,5959
YDR186C,363,4148,385,4498,400
YDR187C,1234,679,3228,2559,592
YDR188W,3265,3559,1263,919,3371
YDR189W,4108,4377,829,3014,5814
YDR190C,2787,2366,6400,5173,2247
YDR191W,2131,4011,2840,4312,3544
YDR192C,987,2492,4450,3735,5782
YDR193W,4604,5069,3994,1641,1332
YDR194C,6185,6096,4531,4300,6061
YDR194W-A,4065,5468,-2,-2,-2
YDR195W,2532,5923,3681,4386,5345
YDR196C,2663,3756,3103,5790,3973
YDR197W,840,6692,379,6379,2215
YDR198C,6372,1537,280,537,1488
YDR199W,4805,1247,4779,5245,4806
YDR200C,5245,4779,4806,2033,1177
YDR201W,1379,2486,2156,3717,3985
YDR202C,3528,1389,1250,389,965
YDR203W,1249,1525,1526,6268,1518
YDR204W,5653,2215,5864,4304,2640
YDR205W,5510,3037,3851,2355,4944
YDR206W,4835,4433,5699,2443,1000
YDR207C,5456,5553,847,3588,6343
YDR208W,4418,5390,6437,3887,5619
YDR209C,1259,2823,4065,206,3088
YDR210C-C,5006,4270,4051,1180,3996
YDR210C-D,5006,3714,4270,6221,1171
YDR210W,1256,1070,470,3498,266
YDR210W-A,5006,4270,4051,1180,3996
YDR210W-B,470,3498,4771,453,4221
YDR211W,3501,3926,6402,2454,4403
YDR212W,3265,1234,3559,919,3371
YDR213W,2754,4973,4690,2716,2506
YDR214W,5761,4954,6405,4319,3789
YDR215C,4408,3254,6484,169,6337
YDR216W,5056,5081,1548,62,1933
YDR217C,6315,399,3350,550,4051
YDR218C,2429,3571,656,4429,2875
YDR219C,4488,1389,2885,5437,907
YDR220C,6085,2326,1101,2319,3847
YDR221W,502,66,623,1590,6002
YDR222W,4409,6098,3911,6458,6213
YDR223W,4822,950,2727,5449,4926
YDR224C,5561,258,5142,121,5141
YDR225W,258,5142,120,5141,257
YDR226W,3600,4637,4476,945,3734
YDR227W,812,4569,4004,4990,5060
YDR228C,2140,5345,4815,5998,4199
YDR229W,4516,4598,2544,6018,4155
YDR230W,1282,-2,-2,-2,-2
YDR231C,2432,6692,5801,1605,1692
YDR232W,2134,985,5920,6026,1731
YDR233C,6485,5909,5156,4035,1823
YDR234W,3466,3114,3247,5521,374
YDR235W,378,3079,2853,4410,860
YDR236C,815,532,3159,5703,417
YDR237W,5115,2604,2164,2920,410
YDR238C,3097,2234,5413,6166,2084
YDR239C,795,983,1755,6619,3960
YDR240C,1286,4410,3079,2853,4648
YDR241W,1291,4338,5984,5819,3527
YDR242W,4934,4933,5957,209,6131
YDR243C,5900,4233,4384,1973,1748
YDR244W,1321,4294,4776,2250,5455
YDR245W,3570,1667,6207,265,3448
YDR246W,1477,3969,5854,1544,529
YDR246W-A,4065,-2,-2,-2,-2
YDR247W,3973,4900,974,818,5398
YDR248C,2641,2961,2936,2633,5504
YDR249C,797,3579,400,662,2775
YDR250C,2415,823,2500,2018,6003
YDR251W,2822,5340,4137,5502,6602
YDR252W,2971,2509,751,5414,6530
YDR253C,5220,3223,3555,3062,6637
YDR254W,364,6174,4501,6504,3631
YDR255C,4894,3117,619,2327,3029
YDR256C,2304,2756,3599,3909,6249
YDR257C,280,2913,1245,6372,1537
YDR258C,4038,5117,5761,1214,1845
YDR259C,4093,3708,741,371,3226
YDR260C,3237,4186,5295,2068,5997
YDR261C,3190,4413,2668,5935,5146
YDR261C-C,1922,2026,2985,4285,5006
YDR261C-D,5006,5112,3714,4270,4051
YDR261W-A,598,1317,5006,4270,4051
YDR261W-B,1137,1885,4362,3522,598
YDR262W,4461,5146,4846,3029,1313
YDR263C,5647,1134,4931,5197,344
YDR264C,5276,5452,1167,5552,1529
YDR265W,3476,4294,836,4776,1295
YDR266C,3725,336,6315,6165,5021
YDR267C,3152,2890,5363,2187,3013
YDR268W,5654,6256,3099,681,2568
YDR269C,-2,-2,-2,-2,-2
YDR270W,5382,4812,1892,4019,4535
YDR271C,1326,-2,-2,-2,-2
YDR272W,4601,1609,5776,953,957
YDR273W,1019,2962,5566,5648,5348
YDR274C,2133,1253,5583,4065,94
YDR275W,5780,5151,825,6048,5601
YDR276C,1601,897,3415,3391,1239
YDR277C,3703,914,974,5324,4759
YDR278C,4065,5810,-2,-2,-2
YDR279W,5187,4241,5006,4958,760
YDR280W,2848,2534,2829,2466,694
YDR281C,2906,116,3003,6175,572
YDR282C,4267,4099,2896,192,291
YDR283C,3501,2294,1632,3561,2034
YDR284C,4929,6062,5477,5993,5094
YDR285W,1516,6108,4371,2349,4514
YDR286C,798,3324,4751,4401,1023
YDR287W,3417,2800,6572,6437,610
YDR288W,4503,5586,1645,4089,878
YDR289C,5784,1279,2346,916,1346
YDR290W,1345,3663,-2,-2,-2
YDR291W,1393,3208,4667,1915,4958
YDR292C,3828,6547,6374,2120,5687
YDR293C,5283,2270,5731,3384,2829
YDR294C,3397,5915,4367,3954,2552
YDR295C,5131,6652,2292,5456,5212
YDR296W,3321,1383,161,5408,707
YDR297W,3397,5076,5915,2688,3670
YDR298C,3678,6477,6236,772,3617
YDR299W,3267,831,2268,6606,1519
YDR300C,6076,4565,1742,2790,4851
YDR301W,4199,3587,6565,4815,5443
YDR302W,4043,2239,4171,2966,1504
YDR303C,4847,677,2070,3150,4739
YDR304C,5169,4573,1354,623,500
YDR305C,631,1606,4379,5917,5605
YDR306C,5437,4469,4180,4328,556
YDR307W,1892,1576,6433,1410,24
YDR308C,2224,5695,2817,1740,6638
YDR309C,4335,5424,5866,5394,2528
YDR310C,3366,6027,5622,2892,812
YDR311W,1925,2643,1530,3169,4087
YDR312W,2856,5228,2207,3750,6605
YDR313C,207,566,3699,5475,4935
YDR314C,1668,6005,1367,4611,6178
YDR315C,1216,1049,4532,987,1238
YDR316W,1952,1905,5418,1120,6319
YDR316W-A,89,4118,5006,6477,686
YDR316W-B,5006,6413,3714,4270,6221
